project;analysis_type;commit one;commit two;className;method;local_version_commit_one;local_version_commit_two
commons-lang;commit_pairs;2c454a4ce3fe771098746879b166ede2284b94f4;687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509;org.apache.commons.lang3.math.NumberUtils;"createNumber(String)Number";/cephyr/users/leuson/Hebbe/teste-server/b_Lang_2c454a4ce3fe771098746879b166ede2284b94f4_buggy/target/classes;/cephyr/users/leuson/Hebbe/teste-server/f_Lang_687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509_fixed/target/classes
commons-lang;commit_pairs;2c454a4ce3fe771098746879b166ede2284b94f4;687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509;org.apache.commons.lang3.math.NumberUtils;"createNumber(String)Number";/local/tmp.11125002/b_Lang_2c454a4ce3fe771098746879b166ede2284b94f4_buggy/target/classes;/local/tmp.11125002/f_Lang_687b2e62b7c6e81cd9d5c872b7fa9cc8fd3f1509_fixed/target/classes
commons-lang;commit_pairs;1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b;2c9c8753165dc7ce5dd1d5a6d741b445b33302c2;org.apache.commons.lang3.math.NumberUtils;"createNumber(String)Number";/local/tmp.11125002/b_Lang_1f001d06a2bde5ee4e3204ab38c4b1db8e95db0b_buggy/target/classes;/local/tmp.11125002/f_Lang_2c9c8753165dc7ce5dd1d5a6d741b445b33302c2_fixed/target/classes
commons-lang;commit_pairs;4ddbd99c5805781bd3c2287ab7920fecc23dab53;fb47b96ab635d7cc6e9edefdddc46f1baf63b117;org.apache.commons.lang3.text.translate.LookupTranslator;"LookupTranslator(CharSequence[])";/local/tmp.11125002/b_Lang_4ddbd99c5805781bd3c2287ab7920fecc23dab53_buggy/target/classes;/local/tmp.11125002/f_Lang_fb47b96ab635d7cc6e9edefdddc46f1baf63b117_fixed/target/classes
commons-lang;commit_pairs;4ddbd99c5805781bd3c2287ab7920fecc23dab53;fb47b96ab635d7cc6e9edefdddc46f1baf63b117;org.apache.commons.lang3.text.translate.LookupTranslator;"translate(CharSequence| int| Writer)int";/local/tmp.11125002/b_Lang_4ddbd99c5805781bd3c2287ab7920fecc23dab53_buggy/target/classes;/local/tmp.11125002/f_Lang_fb47b96ab635d7cc6e9edefdddc46f1baf63b117_fixed/target/classes
commons-lang;commit_pairs;379151bad9c5402c335db67f9494351b99298732;75944e541d358d5b06ebbba3098a919fbf2539d4;org.apache.commons.lang3.LocaleUtils;"toLocale(String)Locale";/local/tmp.11125002/b_Lang_379151bad9c5402c335db67f9494351b99298732_buggy/target/classes;/local/tmp.11125002/f_Lang_75944e541d358d5b06ebbba3098a919fbf2539d4_fixed/target/classes
commons-lang;commit_pairs;6823c3742ee16f5b28e550a6afb685553befc0c2;cff0f1ae37bb2b7ab2dcdb10dec1f3cad7532e1c;org.apache.commons.lang3.text.translate.CharSequenceTranslator;"translate(CharSequence| Writer)void";/local/tmp.11125002/b_Lang_6823c3742ee16f5b28e550a6afb685553befc0c2_buggy/target/classes;/local/tmp.11125002/f_Lang_cff0f1ae37bb2b7ab2dcdb10dec1f3cad7532e1c_fixed/target/classes
commons-lang;commit_pairs;f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300;e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b;org.apache.commons.lang3.math.NumberUtils;"createBigDecimal(String)BigDecimal";/local/tmp.11125002/b_Lang_f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300_buggy/target/classes;/local/tmp.11125002/f_Lang_e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b_fixed/target/classes
commons-lang;commit_pairs;f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300;e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b;org.apache.commons.lang3.math.NumberUtils;"createNumber(String)Number";/local/tmp.11125002/b_Lang_f0c7e60bbaf975b64ab5bf1b75ba6b7dbc256300_buggy/target/classes;/local/tmp.11125002/f_Lang_e71f6dd3f2f70c640ae73d28b432b3a69ffcab4b_fixed/target/classes
commons-lang;commit_pairs;8d192d7063cc747a3c6226122ea83c7348e199e7;a4a455053e7e4a77320efd6db0814f4de82d754d;org.apache.commons.lang3.time.FastDatePrinter;"appendTo(StringBuffer| Calendar)void";/local/tmp.11125002/b_Lang_8d192d7063cc747a3c6226122ea83c7348e199e7_buggy/target/classes;/local/tmp.11125002/f_Lang_a4a455053e7e4a77320efd6db0814f4de82d754d_fixed/target/classes
commons-lang;commit_pairs;8d192d7063cc747a3c6226122ea83c7348e199e7;a4a455053e7e4a77320efd6db0814f4de82d754d;org.apache.commons.lang3.time.FastDatePrinter;"TimeZoneNameRule(TimeZone| Locale| int)";/local/tmp.11125002/b_Lang_8d192d7063cc747a3c6226122ea83c7348e199e7_buggy/target/classes;/local/tmp.11125002/f_Lang_a4a455053e7e4a77320efd6db0814f4de82d754d_fixed/target/classes
commons-lang;commit_pairs;afe5dff79fc23d222ba1f1481fbbf55e09d2e6da;c45d5bff75edfef6387d40e681f9dc7c9b517bbb;org.apache.commons.lang3.time.FastDateParser;"init()void";/local/tmp.11125002/b_Lang_afe5dff79fc23d222ba1f1481fbbf55e09d2e6da_buggy/target/classes;/local/tmp.11125002/f_Lang_c45d5bff75edfef6387d40e681f9dc7c9b517bbb_fixed/target/classes
commons-lang;commit_pairs;0afcd15e183205a85a45a2775f1fb75a162a1389;afe5dff79fc23d222ba1f1481fbbf55e09d2e6da;org.apache.commons.lang3.time.FastDateParser;"escapeRegex(StringBuilder| String| boolean)StringBuilder";/local/tmp.11125002/b_Lang_0afcd15e183205a85a45a2775f1fb75a162a1389_buggy/target/classes;/local/tmp.11125002/f_Lang_afe5dff79fc23d222ba1f1481fbbf55e09d2e6da_fixed/target/classes
commons-lang;commit_pairs;c9d786a4fe2639581047d878a64bab6fb24f1ab3;c821fafce06adefc040e8983fb12d49399a48627;org.apache.commons.lang3.RandomStringUtils;"random(int| int| int| boolean| boolean| char[]| Random)String";/local/tmp.11125002/b_Lang_c9d786a4fe2639581047d878a64bab6fb24f1ab3_buggy/target/classes;/local/tmp.11125002/f_Lang_c821fafce06adefc040e8983fb12d49399a48627_fixed/target/classes
commons-lang;commit_pairs;9351ed93365de2d1c316b8f419566820e88839e3;c9d786a4fe2639581047d878a64bab6fb24f1ab3;org.apache.commons.lang3.RandomStringUtils;"random(int| int| int| boolean| boolean| char[]| Random)String";/local/tmp.11125002/b_Lang_9351ed93365de2d1c316b8f419566820e88839e3_buggy/target/classes;/local/tmp.11125002/f_Lang_c9d786a4fe2639581047d878a64bab6fb24f1ab3_fixed/target/classes
commons-lang;commit_pairs;d0cf0fdd4ff2329f9584c4f663f1af177c1994f6;bd59a1908a1df3364918be7b07782500616b15ac;org.apache.commons.lang3.SerializationUtils;"ClassLoaderAwareObjectInputStream(InputStream| ClassLoader)";/local/tmp.11125002/b_Lang_d0cf0fdd4ff2329f9584c4f663f1af177c1994f6_buggy/target/classes;/local/tmp.11125002/f_Lang_bd59a1908a1df3364918be7b07782500616b15ac_fixed/target/classes
commons-lang;commit_pairs;d0cf0fdd4ff2329f9584c4f663f1af177c1994f6;bd59a1908a1df3364918be7b07782500616b15ac;org.apache.commons.lang3.SerializationUtils;"resolveClass(ObjectStreamClass)Class";/local/tmp.11125002/b_Lang_d0cf0fdd4ff2329f9584c4f663f1af177c1994f6_buggy/target/classes;/local/tmp.11125002/f_Lang_bd59a1908a1df3364918be7b07782500616b15ac_fixed/target/classes
commons-lang;commit_pairs;c8afaa3e869cc8c25577641553e0d0b5bdac78b5;cf7211f9d7d70d56501d8c4c827bf9ce3cac5f0b;org.apache.commons.lang3.StringUtils;"equals(CharSequence| CharSequence)boolean";/local/tmp.11125002/b_Lang_c8afaa3e869cc8c25577641553e0d0b5bdac78b5_buggy/target/classes;/local/tmp.11125002/f_Lang_cf7211f9d7d70d56501d8c4c827bf9ce3cac5f0b_fixed/target/classes
commons-lang;commit_pairs;76912e0d8aed581ee4bc6b8635d0512ac2695f5d;8185a9e681d6de5f40b0ed07b40730c9761bad37;org.apache.commons.lang3.reflect.TypeUtils;"isAssignable(Type| ParameterizedType| Map<TypeVariable<?>|Type>)boolean";/local/tmp.11125002/b_Lang_76912e0d8aed581ee4bc6b8635d0512ac2695f5d_buggy/target/classes;/local/tmp.11125002/f_Lang_8185a9e681d6de5f40b0ed07b40730c9761bad37_fixed/target/classes
commons-lang;commit_pairs;76912e0d8aed581ee4bc6b8635d0512ac2695f5d;8185a9e681d6de5f40b0ed07b40730c9761bad37;org.apache.commons.lang3.reflect.TypeUtils;"getTypeArguments(Class<?>| Class<?>| Map<TypeVariable<?>|Type>)Map";/local/tmp.11125002/b_Lang_76912e0d8aed581ee4bc6b8635d0512ac2695f5d_buggy/target/classes;/local/tmp.11125002/f_Lang_8185a9e681d6de5f40b0ed07b40730c9761bad37_fixed/target/classes
commons-lang;commit_pairs;a145b6d838914e38ee1027a1497de41140549080;13c7f19a5ad506340a7c8d8601ef4bf2426ab325;org.apache.commons.lang3.math.NumberUtils;"createNumber(String)Number";/local/tmp.11125002/b_Lang_a145b6d838914e38ee1027a1497de41140549080_buggy/target/classes;/local/tmp.11125002/f_Lang_13c7f19a5ad506340a7c8d8601ef4bf2426ab325_fixed/target/classes
commons-lang;commit_pairs;a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0;b4255e6d071dc8d48bfc51037cecb29097b9a49d;org.apache.commons.lang3.text.translate.CharSequenceTranslator;"translate(CharSequence| Writer)void";/local/tmp.11125002/b_Lang_a7e90b2ffa23ab60c7022e2f94a12651b4fb8ec0_buggy/target/classes;/local/tmp.11125002/f_Lang_b4255e6d071dc8d48bfc51037cecb29097b9a49d_fixed/target/classes
commons-lang;commit_pairs;aefe0749b2f2e63f9d13393694e7d20173bc032a;2aa9dca994b006ccbfcb528de5ff0da6a5578411;org.apache.commons.lang3.time.FastDateFormat;"parsePattern()List";/local/tmp.11125002/b_Lang_aefe0749b2f2e63f9d13393694e7d20173bc032a_buggy/target/classes;/local/tmp.11125002/f_Lang_2aa9dca994b006ccbfcb528de5ff0da6a5578411_fixed/target/classes
commons-lang;commit_pairs;85481c8f87075c88a97e793d9a6fcfd8d3c6946f;0b3a8a3128890f710700d04e38df48b883d11d91;org.apache.commons.lang3.text.translate.NumericEntityUnescaper;"translate(CharSequence| int| Writer)int";/local/tmp.11125002/b_Lang_85481c8f87075c88a97e793d9a6fcfd8d3c6946f_buggy/target/classes;/local/tmp.11125002/f_Lang_0b3a8a3128890f710700d04e38df48b883d11d91_fixed/target/classes
commons-lang;commit_pairs;0c01b4c48bc886a7e53b517efeb2192d1caaffe2;f08213cc4c35fd71e98aa5233fcb2db3333793a2;org.apache.commons.lang3.StringUtils;"join(Object[]| char| int| int)String";/local/tmp.11125002/b_Lang_0c01b4c48bc886a7e53b517efeb2192d1caaffe2_buggy/target/classes;/local/tmp.11125002/f_Lang_f08213cc4c35fd71e98aa5233fcb2db3333793a2_fixed/target/classes
commons-lang;commit_pairs;0c01b4c48bc886a7e53b517efeb2192d1caaffe2;f08213cc4c35fd71e98aa5233fcb2db3333793a2;org.apache.commons.lang3.StringUtils;"join(Object[]| String| int| int)String";/local/tmp.11125002/b_Lang_0c01b4c48bc886a7e53b517efeb2192d1caaffe2_buggy/target/classes;/local/tmp.11125002/f_Lang_f08213cc4c35fd71e98aa5233fcb2db3333793a2_fixed/target/classes
commons-lang;commit_pairs;a473984ef081ac1c55ce263345c5a54049275935;55f642725742513824975af0e5e91cb1920b6d72;org.apache.commons.lang3.time.DateUtils;"isSameLocalTime(Calendar| Calendar)boolean";/local/tmp.11125002/b_Lang_a473984ef081ac1c55ce263345c5a54049275935_buggy/target/classes;/local/tmp.11125002/f_Lang_55f642725742513824975af0e5e91cb1920b6d72_fixed/target/classes
commons-lang;commit_pairs;1b708e343781255f50e17bf10b363cca303120af;0b2b82ad923b0455cde93286e3f504a1abd0863b;org.apache.commons.lang3.math.Fraction;"greatestCommonDivisor(int| int)int";/local/tmp.11125002/b_Lang_1b708e343781255f50e17bf10b363cca303120af_buggy/target/classes;/local/tmp.11125002/f_Lang_0b2b82ad923b0455cde93286e3f504a1abd0863b_fixed/target/classes
commons-lang;commit_pairs;d61f50a3986b983ba0bfc6d2ec2abc26892c6ed2;81903abbb25ff92597d5f1e3acc648d12bdee444;org.apache.commons.lang3.math.NumberUtils;"isNumber(String)boolean";/local/tmp.11125002/b_Lang_d61f50a3986b983ba0bfc6d2ec2abc26892c6ed2_buggy/target/classes;/local/tmp.11125002/f_Lang_81903abbb25ff92597d5f1e3acc648d12bdee444_fixed/target/classes
commons-lang;commit_pairs;eb94e61a64105bcdd6afd0f6377de7b4fa7fa105;2bae68787d15c3d3540380164e62759485078ec1;org.apache.commons.lang3.text.translate.EntityArrays;"ISO8859_1_ESCAPE";/local/tmp.11125002/b_Lang_eb94e61a64105bcdd6afd0f6377de7b4fa7fa105_buggy/target/classes;/local/tmp.11125002/f_Lang_2bae68787d15c3d3540380164e62759485078ec1_fixed/target/classes
commons-lang;commit_pairs;e67792f82e7eaccb39007c0fa65f3217f24be10d;75d5b74a1a7ef68c5169f4b44cdf972c1ab07ee0;org.apache.commons.lang3.time.FastDateFormat;"format(Date)String";/local/tmp.11125002/b_Lang_e67792f82e7eaccb39007c0fa65f3217f24be10d_buggy/target/classes;/local/tmp.11125002/f_Lang_75d5b74a1a7ef68c5169f4b44cdf972c1ab07ee0_fixed/target/classes
commons-lang;commit_pairs;7c915333685392f7cfc913b2085471709e6d6227;c2560c028173c3bc0a4627d4ce5ce221bcc9be66;org.apache.commons.lang3.math.NumberUtils;"createNumber(String)Number";/local/tmp.11125002/b_Lang_7c915333685392f7cfc913b2085471709e6d6227_buggy/target/classes;/local/tmp.11125002/f_Lang_c2560c028173c3bc0a4627d4ce5ce221bcc9be66_fixed/target/classes
commons-lang;commit_pairs;8da5fb28a764eee26c76a5018c293f224017887b;3e1afecc200d7e3be9537c95b7cf52a7c5031300;org.apache.commons.lang3.text.translate.NumericEntityUnescaper;"translate(CharSequence| int| Writer)int";/local/tmp.11125002/b_Lang_8da5fb28a764eee26c76a5018c293f224017887b_buggy/target/classes;/local/tmp.11125002/f_Lang_3e1afecc200d7e3be9537c95b7cf52a7c5031300_fixed/target/classes
commons-lang;commit_pairs;24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2;19b6372018c6b800f8e2bf1b85e15ef4cbd500da;org.apache.commons.lang3.StringUtils;"indexOfAnyBut(CharSequence| char[])int";/local/tmp.11125002/b_Lang_24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2_buggy/target/classes;/local/tmp.11125002/f_Lang_19b6372018c6b800f8e2bf1b85e15ef4cbd500da_fixed/target/classes
commons-lang;commit_pairs;24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2;19b6372018c6b800f8e2bf1b85e15ef4cbd500da;org.apache.commons.lang3.StringUtils;"containsNone(CharSequence| char[])boolean";/local/tmp.11125002/b_Lang_24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2_buggy/target/classes;/local/tmp.11125002/f_Lang_19b6372018c6b800f8e2bf1b85e15ef4cbd500da_fixed/target/classes
commons-lang;commit_pairs;24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2;19b6372018c6b800f8e2bf1b85e15ef4cbd500da;org.apache.commons.lang3.StringUtils;"indexOfAnyBut(String| String)int";/local/tmp.11125002/b_Lang_24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2_buggy/target/classes;/local/tmp.11125002/f_Lang_19b6372018c6b800f8e2bf1b85e15ef4cbd500da_fixed/target/classes
commons-lang;commit_pairs;24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2;19b6372018c6b800f8e2bf1b85e15ef4cbd500da;org.apache.commons.lang3.StringUtils;"indexOfAny(CharSequence| char[])int";/local/tmp.11125002/b_Lang_24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2_buggy/target/classes;/local/tmp.11125002/f_Lang_19b6372018c6b800f8e2bf1b85e15ef4cbd500da_fixed/target/classes
commons-lang;commit_pairs;24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2;19b6372018c6b800f8e2bf1b85e15ef4cbd500da;org.apache.commons.lang3.StringUtils;"containsAny(CharSequence| char[])boolean";/local/tmp.11125002/b_Lang_24f6517c9d5c1293f0c1209b7b44b6eeaa6ebee2_buggy/target/classes;/local/tmp.11125002/f_Lang_19b6372018c6b800f8e2bf1b85e15ef4cbd500da_fixed/target/classes
commons-lang;commit_pairs;0cc451d5e5cb565eb7311308466f487bc534ebaf;38bf7048571f3bc8dd34d14691906426444e4381;org.apache.commons.lang3.StringUtils;"containsAny(CharSequence| char[])boolean";/local/tmp.11125002/b_Lang_0cc451d5e5cb565eb7311308466f487bc534ebaf_buggy/target/classes;/local/tmp.11125002/f_Lang_38bf7048571f3bc8dd34d14691906426444e4381_fixed/target/classes
commons-lang;commit_pairs;1c606c3d96838e595a0664cbafdd60caae34aa0e;006fca88e86bd6f650d4d021d2ff3573a572827d;org.apache.commons.lang3.builder.HashCodeBuilder;"unregister(Object)void";/local/tmp.11125002/b_Lang_1c606c3d96838e595a0664cbafdd60caae34aa0e_buggy/target/classes;/local/tmp.11125002/f_Lang_006fca88e86bd6f650d4d021d2ff3573a572827d_fixed/target/classes
commons-lang;commit_pairs;1c606c3d96838e595a0664cbafdd60caae34aa0e;006fca88e86bd6f650d4d021d2ff3573a572827d;org.apache.commons.lang3.builder.HashCodeBuilder;"isRegistered(Object)boolean";/local/tmp.11125002/b_Lang_1c606c3d96838e595a0664cbafdd60caae34aa0e_buggy/target/classes;/local/tmp.11125002/f_Lang_006fca88e86bd6f650d4d021d2ff3573a572827d_fixed/target/classes
commons-lang;commit_pairs;1c606c3d96838e595a0664cbafdd60caae34aa0e;006fca88e86bd6f650d4d021d2ff3573a572827d;org.apache.commons.lang3.builder.HashCodeBuilder;"REGISTRY";/local/tmp.11125002/b_Lang_1c606c3d96838e595a0664cbafdd60caae34aa0e_buggy/target/classes;/local/tmp.11125002/f_Lang_006fca88e86bd6f650d4d021d2ff3573a572827d_fixed/target/classes
commons-lang;commit_pairs;1c606c3d96838e595a0664cbafdd60caae34aa0e;006fca88e86bd6f650d4d021d2ff3573a572827d;org.apache.commons.lang3.builder.HashCodeBuilder;"register(Object)void";/local/tmp.11125002/b_Lang_1c606c3d96838e595a0664cbafdd60caae34aa0e_buggy/target/classes;/local/tmp.11125002/f_Lang_006fca88e86bd6f650d4d021d2ff3573a572827d_fixed/target/classes
commons-lang;commit_pairs;575be16474e8e8246d4bbde6f243fdf38c34ad5b;0603aef594fa60126c2d45f2ab164eee39f7b44c;org.apache.commons.lang3.ClassUtils;"static block";/local/tmp.11125002/b_Lang_575be16474e8e8246d4bbde6f243fdf38c34ad5b_buggy/target/classes;/local/tmp.11125002/f_Lang_0603aef594fa60126c2d45f2ab164eee39f7b44c_fixed/target/classes
commons-lang;commit_pairs;575be16474e8e8246d4bbde6f243fdf38c34ad5b;0603aef594fa60126c2d45f2ab164eee39f7b44c;org.apache.commons.lang3.ClassUtils;"toClass(Object[])Class";/local/tmp.11125002/b_Lang_575be16474e8e8246d4bbde6f243fdf38c34ad5b_buggy/target/classes;/local/tmp.11125002/f_Lang_0603aef594fa60126c2d45f2ab164eee39f7b44c_fixed/target/classes
commons-lang;commit_pairs;3f900a7395e31eaa72e0fa2fb43c090e5a8fa4ed;496525b0d626dd5049528cdef61d71681154b660;org.apache.commons.lang3.builder.ToStringStyle;"getRegistry()Map";/local/tmp.11125002/b_Lang_3f900a7395e31eaa72e0fa2fb43c090e5a8fa4ed_buggy/target/classes;/local/tmp.11125002/f_Lang_496525b0d626dd5049528cdef61d71681154b660_fixed/target/classes
commons-lang;commit_pairs;3f900a7395e31eaa72e0fa2fb43c090e5a8fa4ed;496525b0d626dd5049528cdef61d71681154b660;org.apache.commons.lang3.builder.ToStringStyle;"isRegistered(Object)boolean";/local/tmp.11125002/b_Lang_3f900a7395e31eaa72e0fa2fb43c090e5a8fa4ed_buggy/target/classes;/local/tmp.11125002/f_Lang_496525b0d626dd5049528cdef61d71681154b660_fixed/target/classes
commons-lang;commit_pairs;48bf241d4149919e0928e39616bee2e3783e2987;80bd78ea0685d28ddec9b8162d652db9dec949ce;org.apache.commons.lang3.ArrayUtils;"add(T[]| T)<";/local/tmp.11125002/b_Lang_48bf241d4149919e0928e39616bee2e3783e2987_buggy/target/classes;/local/tmp.11125002/f_Lang_80bd78ea0685d28ddec9b8162d652db9dec949ce_fixed/target/classes
commons-lang;commit_pairs;48bf241d4149919e0928e39616bee2e3783e2987;80bd78ea0685d28ddec9b8162d652db9dec949ce;org.apache.commons.lang3.ArrayUtils;"add(T[]| int| T)<";/local/tmp.11125002/b_Lang_48bf241d4149919e0928e39616bee2e3783e2987_buggy/target/classes;/local/tmp.11125002/f_Lang_80bd78ea0685d28ddec9b8162d652db9dec949ce_fixed/target/classes
commons-lang;commit_pairs;ec0c4e5508dbd8af83253f7c50f8b728a1003388;da0612b348fcfa7679b92a5e9b8e1603e8e2da3a;org.apache.commons.lang3.math.NumberUtils;"createNumber(String)Number";/local/tmp.11125002/b_Lang_ec0c4e5508dbd8af83253f7c50f8b728a1003388_buggy/target/classes;/local/tmp.11125002/f_Lang_da0612b348fcfa7679b92a5e9b8e1603e8e2da3a_fixed/target/classes
commons-lang;commit_pairs;ec0c4e5508dbd8af83253f7c50f8b728a1003388;da0612b348fcfa7679b92a5e9b8e1603e8e2da3a;org.apache.commons.lang3.math.NumberUtils;"isNumber(String)boolean";/local/tmp.11125002/b_Lang_ec0c4e5508dbd8af83253f7c50f8b728a1003388_buggy/target/classes;/local/tmp.11125002/f_Lang_da0612b348fcfa7679b92a5e9b8e1603e8e2da3a_fixed/target/classes
commons-lang;commit_pairs;b5906d3f325ca3a1147d5fa68912975e2e6c347e;ea140fb5c327e2b58f6c5bf1057c7dede909a50c;org.apache.commons.lang3.ArrayUtils;"addAll(T[]| T)<";/local/tmp.11125002/b_Lang_b5906d3f325ca3a1147d5fa68912975e2e6c347e_buggy/target/classes;/local/tmp.11125002/f_Lang_ea140fb5c327e2b58f6c5bf1057c7dede909a50c_fixed/target/classes
commons-lang;commit_pairs;e28c95ac2ce95852add84bdf3d2d9c00ac98f5de;a95e76eefb91bdd9cf1c22734874a3d3c95ed327;org.apache.commons.lang3.time.FastDateFormat;"format(Calendar| StringBuffer)StringBuffer";/local/tmp.11125002/b_Lang_e28c95ac2ce95852add84bdf3d2d9c00ac98f5de_buggy/target/classes;/local/tmp.11125002/f_Lang_a95e76eefb91bdd9cf1c22734874a3d3c95ed327_fixed/target/classes
commons-lang;commit_pairs;0aa57f04ede369a4f813bbb86d3eac1ed20b084c;cb40e35f5e0990fad4c5278964fcc24e112dde8c;org.apache.commons.lang3.StringUtils;"replaceEach(String| String[]| String[]| boolean| int)String";/local/tmp.11125002/b_Lang_0aa57f04ede369a4f813bbb86d3eac1ed20b084c_buggy/target/classes;/local/tmp.11125002/f_Lang_cb40e35f5e0990fad4c5278964fcc24e112dde8c_fixed/target/classes
commons-lang;commit_pairs;c72adf1b7592f302b8abefdb3b2f95782cc75aa2;8b1a8e178abb46cc048a3982636b8ec4e6ffc8dc;org.apache.commons.lang.StringUtils;"containsIgnoreCase(String| String)boolean";/local/tmp.11125002/b_Lang_c72adf1b7592f302b8abefdb3b2f95782cc75aa2_buggy/target/classes;/local/tmp.11125002/f_Lang_8b1a8e178abb46cc048a3982636b8ec4e6ffc8dc_fixed/target/classes
commons-lang;commit_pairs;ac58807ede6d9a0625b489cdca6fd37bad9cacfe;4d3629f310e84cc24c0e5f09d97f5126692d0128;org.apache.commons.lang.ClassUtils;"getShortClassName(String)String";/local/tmp.11125002/b_Lang_ac58807ede6d9a0625b489cdca6fd37bad9cacfe_buggy/target/classes;/local/tmp.11125002/f_Lang_4d3629f310e84cc24c0e5f09d97f5126692d0128_fixed/target/classes
commons-lang;commit_pairs;ac58807ede6d9a0625b489cdca6fd37bad9cacfe;4d3629f310e84cc24c0e5f09d97f5126692d0128;org.apache.commons.lang.ClassUtils;"getPackageName(String)String";/local/tmp.11125002/b_Lang_ac58807ede6d9a0625b489cdca6fd37bad9cacfe_buggy/target/classes;/local/tmp.11125002/f_Lang_4d3629f310e84cc24c0e5f09d97f5126692d0128_fixed/target/classes
commons-lang;commit_pairs;ac58807ede6d9a0625b489cdca6fd37bad9cacfe;4d3629f310e84cc24c0e5f09d97f5126692d0128;org.apache.commons.lang.ClassUtils;"static block";/local/tmp.11125002/b_Lang_ac58807ede6d9a0625b489cdca6fd37bad9cacfe_buggy/target/classes;/local/tmp.11125002/f_Lang_4d3629f310e84cc24c0e5f09d97f5126692d0128_fixed/target/classes
